claim,fact_checker,rating
"Donald Trump won the state of Wisconsin by 27,000 votes, but 300,000 Wisconsin voters were turned away at the polls for insufficient identification.",Kim LaCapria,unproven
,,
"New York Times columnist David Brooks said that Donald Trump needed to decide if he'd rather 'resign, be impeached, or get assassinated.'",Dan Evon,FALSE
,,
,,
"Delayed military absentee ballots would have ""swung"" the presidential election for Hillary Clinton if they had been counted on time.",Kim LaCapria,false
"After Donald Trump was elected president, Pope Francis said he had lost all faith in American Christians.",Kim LaCapria,unproven
Mike Pence credited 'gay conversion therapy' with saving his marriage.,Arturo Garcia,FALSE
Time itself is speeding up and we actually perceive a 24-hour day as a 16-hour day.,Alex Kasprak,False
,,
,,
A photograph shows former president Bill Clinton sitting naked on a hotel bed.,Dan Evon,FALSE
,,
A photograph shows Lady Gaga being placed in a squad car after she tweeted a negative comment about Melania Trump.,Dan Evon,FALSE
Hillary Clinton threw a violent tantrum after losing the 2016 presidential election.,Bethania Palma,unproven
"A Republican Senate candidate called on Melania Trump to ""sterilize"" the White House after the ""animals"" leave.",Bethania Palma,false
Billionaire George Soros died of a heart attack on 15 November 2016.,Bethania Palma,false
Russian President Vladimir Putin issued an arrest warrant for George Soros.,Bethania Palma,false
"Pepsi CEO Indra Nooyi told Donald Trump supporters to ""take their business elsewhere.""",Kim LaCapria,mostly false
Hillary Clinton staged a photo op encounter  with a hiker the day after she lost the 2016 presidential election.,Dan Evon,UNPROVEN
,,
"After Donald Trump won the 2016 election, Ford decided to move production of their vehicles from Mexico to Ohio.",Kim LaCapria,mostly false
A police horse kicked a Black Lives Matter protester.,Bethania Palma,mostly false
,,
The father of a 4-year-old girl died after anti-Trump protesters blocked roads and delayed an ambulance from reaching the hospital.,snopes.com staff,unproven
,,
A video depicts angry Muslims in Western mall tearing down a Christmas tree because it offended them.,Kim LaCapria,false
,,
A fervent Hillary Clinton supporter ran her husband down with an SUV because she found out he voted for Donald Trump.,Kim LaCapria,false
Three million non-citzens voted illegally in the 2016 presidential election.,David Emery,Unproven
,,
,,
The State of Texas announced it would no longer be issuing birth certificates to the children of undocumented immigrants.,Kim LaCapria,Outdated
A hunter from Michigan was nearly killed by a sexually voracious moose.,Kim LaCapria,false
A video showing an inconsolable protester wailing because a policeman popped her balloon.,David Mikkelson,false
"The term ""Black Friday"" originated with the practice of selling off slaves on the day after Thanksgiving.",David Mikkelson,false
The Communist Party of the USA endorsed Hillary Clinton.,Bethania Palma,false
The state of Georgia is enacting legislation making it a crime for Muslim women to wear head coverings.,Bethania Palma,mixture
"Donald Trump announced plans to convert the USS Enterprise into a ""floating hotel and casino.""",Kim LaCapria,false
"The characteristics of stereotypical millennial liberals make them less competitive, because they are in discord with the natural world.",Alex Kasprak,False
Celebrity Cruise lines released an ad saying that Donald Trump's supporters were no longer welcome on their ships.,Dan Evon,mostly false
A majority of anti-Trump protesters did not vote in the 2016 general election.,Kim LaCapria,unproven
"A Mexican supermarket chain is adding ""donations"" for a U.S.-Mexico border wall to its charges.",Arturo Garcia,FALSE
,,
Julian Assange asked President-Elect Donald Trump for a pardon in exchange for his help in defeating Hillary Clinton.,Kim LaCapria,mostly false
"A photograph of a nude young man pictures Judge William Pryor, a potential Supreme Court nominee.",Dan Evon,unproven
,,
A Rutgers University professor was forced into a psychological evaluation due to political tweets.,Bethania Palma,mixture
,,
"Studies have demonstrated that cooking with aluminum foil can result in the ingestion of aluminum, which is a risk factor for Alzheimer's disease.",Alex Kasprak,Mostly False
,,
The European Union ordered reporters to not reporting whether a terrorist is Muslim.,Arturo Garcia,FALSE
People protesting Donald Trump's presidency will be charged with terrorism under a new law.,Dan Evon,MOSTLY FALSE
,,
A very spicy pepper burned a hole through a man's esophagus.,Brandt Ketterer,mostly false
,,
,,
,,
President Obama added a record 572 pages of new regulations in one day.,Bethania Palma,mostly false
,,
,,
"Gap, Inc. stores will feature signs saying ""Merry Christmas"" instead of ""happy holidays.""",Arturo Garcia,UNPROVEN
,,
Donald Trump will legalize marijuana in all 50 states.,Bethania Palma,false
"Kid Rock was photographed wearing a t-shirt featuring an electoral map in which blue states are labeled ""Dumbfuckistan.""",David Emery,False
,,
A document held by a potential Trump cabinet member reveals his immigration plans.,Bethania Palma,mixture
High school students in Texas were reprimanded for a skit depicting the assassination of President-elect Trump.,Bethania Palma,true
,,
Hillary Clinton regularly directed her maid Marina Santos to print out classified material despite the fact she lacked proper clearance to do so.,Kim LaCapria,unproven
,,
A woman's IQ skyrocketed to an historic 220 after she drank sperm or semen for a year.,Kim LaCapria,false
House Speaker Paul Ryan is conducting a phone survey regarding experiences with the Affordable Care Act.,Arturo Garcia,TRUE
The 'Podesta e-mails' revealed the existence of a secret society of pedophiles operating through a pizza place loosely connected to Clinton associate David Brock.,Kim LaCapria,FALSE
"The House passed a bill that allows government contractors to discriminate against lesbian, gay, bisexual and transgender people.",Bethania Palma,mostly true
"The producers of the Broadway musical ""Hamilton"" issued a casting call specifying ""non-white"" actors for auditions.",David Emery,True
Monica Petersen was killed after she discovered that the Clinton Foundation was involved in a child sex trafficking ring in Haiti.,Dan Evon,UNPROVEN
"'Hamilton' actor Brandon Victor Dixon sent a controversial tweet in 2012, uncovered after he delivered an on-stage speech to Vice President-Elect Mike Pence.",Kim LaCapria,true
When the Germans ordered Jews in occupied Denmark to identify themselves by wearing armbands with yellow stars during World,David Mikkelson,false
Daily sea ice data from 1979 to the present show a record-breaking low amount of global sea ice coverage beginning around October 2016.,Alex Kasprak,True
"Melania Trump said that Native Americans upset about the Dakota Access Pipeline should ""go back to India"".",Dan Evon,FALSE
"A photograph shows a threatening letter from a ""neighborhood town watch"" that was widely circulated to Muslims in the United States.",Dan Evon,unproven
A Swedish woman found a long-lost wedding ring in her carrot garden.,Stephanie Larsen,true
,,
"A man in Point Pleasant, West Virginia, caught the legendary Mothman on camera.",Bethania Palma,unproven
,,
An activist group has launched a holiday-season boycott against chain retailer Target.,Bethania Palma,true
"CNN accidentally aired thirty minutes of porn during an episode of Anthony Bourdain's ""Parts Unknown.""",Dan Evon,FALSE
"Theodore Roosevelt said that speaking out against criticism of the President ""is not only unpatriotic and servile, but is morally treasonable to the American public.""",David Emery,True
,,
"Ivanka Trump said that she would ""mace"" her ""father"" during an appearance on a talk show.",Dan Evon,FALSE
Donald Trump plans to do away with a new regulation put in place by President Obama that expands overtime to more workers.,Bethania Palma,mixture
Clint Eastwood refused to accept the Presidential Medal of Freedom from President Obama.,Dan Evon,FALSE
Bill Cosby was appointed the Secretary for Women's Rights by president-elect Donald Trump.,Dan Evon,FALSE
,,
,,
"Members of the alt-right group the National Policy Institute can be seen on video doing a Nazi-like salute as speaker Richard Spencer calls out ""Hail Trump, hail our people, hail victory!""",David Emery,True
"President John F. Kennedy  said that ""nobody can stop an assassination"" just before he was shot and killed in 1963.",Dan Evon,unknown
,,
,,
,,
,,
,,
A Nigerian infant was born with message written on her hands saying Jesus is coming back.,Bethania Palma,false
,,
,,
"The Department of Justice (DOJ)'s switchboard is tallying ""Audit the Vote"" calls and if enough people call, 2016 election results can be overturned.",Kim LaCapria,false
"A phone number posted on a ""consumer watchdog"" site belongs to a college loan servicer.",Arturo Garcia,FALSE
Scientific studies support the conclusion that marijuana can play a role in healing broken bones.,Alex Kasprak,Mostly True
Donald Trump's Christmas ornaments were all made in China.,Dan Evon,unproven
"Donald Trump's nominee for Secretary of Education, billionaire Betsy DeVos, has no education degree or teaching experience, has never attended a public school or sent her children to one, and supports the funding of for-profit Christian schools over public ones; she got the job because she donated $9.5 million to Trump's campaign.",David Emery,Mixture
,,
Corona beer founder Antonino Fernandez made everyone in his village a millionaire after his death.,Dan Evon,FALSE
,,
"Mattel is introducing ""Public Assistance Barbie"" for the holidays.",Kim LaCapria,false
Cuban leader Fidel Castro once said he wouldn't die until the United States was destroyed.,Kim LaCapria,false
,,
,,
"Protests could permanently halt the Dakota Access Pipeline by blocking construction until 1 January 2017, when the project's contracts expire.",Kim LaCapria,mixture
